### word lemma
'hoods 'hood
decamped decamp
decamping decamp
decamps decamp
decanted decant
decanters decanter
decanting decant
decapitated decapitate
decapitates decapitate
decapitating decapitate
decapitations decapitation
decapods decapod
decarbonised decarbonise
decarbonising decarbonise
decarbonizes decarbonize
decarbonizing decarbonize
decayed decay
decaying decay
decays decay
deceased decease
decedents decedent
deceits deceit
deceived deceive
deceivers deceiver
deceives deceive
deceiving deceive
decelerated decelerate
decelerates decelerate
decelerating decelerate
decelerations deceleration
decembers december
decentralised decentralise
decentralising decentralise
decentralized decentralize
decentralizes decentralize
decentralizing decentralize
decepticons decepticon
deceptions deception
dechlorinating dechlorinate
decibels decibel
decided decide
decides decide
deciding decide
deciles decile
decimals decimal
decimated decimate
decimates decimate
decimating decimate
deciphered decipher
decipherers decipherer
deciphering decipher
deciphers decipher
decisions decision
decked deck
deckers decker
decking deck
decks deck
declaimed declaim
declaiming declaim
declaims declaim
declarations declaration
declaratives declarative
declared declare
declares declare
declaring declare
declassified declassify
declassifies declassify
declassifying declassify
declawed declaw
declawing declaw
declined decline
declines decline
declining decline
decocting decoct
decoded decode
decoders decoder
decodes decode
decoding decode
decolonizing decolonize
decommissioned decommission
decommissioning decommission
decomposed decompose
decomposes decompose
decomposing decompose
decompressed decompress
decompresses decompress
decompressing decompress
decongestants decongestant
deconsecrated deconsecrate
deconstructed deconstruct
deconstructing deconstruct
deconstructions deconstruction
deconstructs deconstruct
decontaminated decontaminate
decontaminates decontaminate
decontaminating decontaminate
decontaminations decontamination
decontrolled decontrol
decorated decorate
decorates decorate
decorating decorate
decorations decoration
decorators decorator
decors decor
decoupages decoupage
decoupled decouple
decouples decouple
decoupling decouple
decoying decoy
decoys decoy
decreased decrease
decreases decrease
decreasing decrease
decreed decree
decreeing decree
decrees decree
decried decry
decries decry
decriminalised decriminalise
decriminalising decriminalise
decriminalized decriminalize
decriminalizes decriminalize
decriminalizing decriminalize
decrying decry
decrypted decrypt
decrypting decrypt
decrypts decrypt
decs dec
dedicated dedicate
dedicates dedicate
dedicating dedicate
dedications dedication
deduced deduce
deduces deduce
deducing deduce
deducted deduct
deductibles deductible
deducting deduct
deductions deduction
deducts deduct
deeds deed
deemed deem
deeming deem
deems deem
deepened deepen
deepening deepen
deepens deepen
deeps deep
deers deer
deerskins deerskin
defaced deface
defaces deface
defacing deface
defamations defamation
defamed defame
defames defame
defaming defame
defanged defang
defanging defang
defangs defang
defaulted default
defaulters defaulter
defaulting default
defaults default
defeated defeat
defeates defeat
defeating defeat
defeats defeat
defecated defecate
defecates defecate
defecating defecate
defected defect
defecting defect
defections defection
defectors defector
defects defect
defeminizes defeminize
defeminizing defeminize
defences defence
defendants defendant
defended defend
defenders defender
defending defend
defends defend
defenestrations defenestration
defenses defense
defensives defensive
deferments deferment
deferrals deferral
deferred defer
deferring defer
defers defer
defiances defiance
defibrillating defibrillate
defibrillators defibrillator
deficiencies deficiency
deficits deficit
defied defy
defies defy
defiled defile
defilements defilement
defiles defile
defiling defile
defined define
defines define
defining define
definitions definition
deflated deflate
deflates deflate
deflating deflate
deflected deflect
deflecting deflect
deflections deflection
deflectors deflector
deflects deflect
deflowering deflower
defoliants defoliant
defoliated defoliate
deforested deforest
deforesting deforest
deforests deforest
deformations deformation
deformed deform
deforming deform
deformities deformity
deforms deform
defrauded defraud
defrauding defraud
defrauds defraud
defrayed defray
defrocked defrock
defrosted defrost
defrosters defroster
defrosting defrost
defrosts defrost
defused defuse
defuses defuse
defusing defuse
defying defy
degassing degas
degenerated degenerate
degenerates degenerate
degenerating degenerate
degradations degradation
degraded degrade
degraders degrader
degrades degrade
degrading degrade
degreasing degrease
degrees degree
dehorned dehorn
dehorning dehorn
dehorns dehorn
dehumanised dehumanise
dehumanises dehumanise
dehumanising dehumanise
dehumanized dehumanize
dehumanizes dehumanize
dehumanizing dehumanize
dehydrated dehydrate
dehydrates dehydrate
dehydrating dehydrate
deiced deice
deicers deicer
deicing deice
deifications deification
deified deify
deifying deify
deigned deign
deigning deign
deigns deign
deists deist
deities deity
dejected deject
dejects deject
delawareans delawarean
delayed delay
delayers delayer
delaying delay
delays delay
delegated delegate
delegates delegate
delegating delegate
delegations delegation
deleted delete
deletes delete
deleting delete
deletions deletion
delfs delf
deliberated deliberate
deliberates deliberate
deliberating deliberate
deliberations deliberation
delicacies delicacy
delicatessens delicatessen
delighted delight
delighting delight
delights delight
delilahs delilah
delimited delimit
delimits delimit
delineated delineate
delineates delineate
delineating delineate
delineations delineation
delinquencies delinquency
delinquents delinquent
delis deli
deliss deli
delisted delist
delisting delist
delistings delist
deliverables deliverable
delivered deliver
deliverers deliverer
deliveries delivery
delivering deliver
delivers deliver
deliverymen deliveryman
dells dell
delocalized delocalize
delousing delouse
delphiniums delphinium
deltas delta
deltoids deltoid
deluded delude
deludes delude
deluding delude
deluged deluge
deluges deluge
delusions delusion
delved delve
delves delve
delving delve
demagnetized demagnetize
demagogues demagogue
demanded demand
demanding demand
demands demand
demarcated demarcate
demarcates demarcate
demarcating demarcate
demarcations demarcation
dematerialized dematerialize
dematerializes dematerialize
dematerializing dematerialize
demeaned demean
demeaning demean
demeanors demeanor
demeans demean
dementias dementia
demerits demerit
demigods demigod
demilitarised demilitarise
demilitarising demilitarise
demilitarized demilitarize
demilitarizing demilitarize
demised demise
demises demise
demisters demister
demobbed demob
demobilised demobilise
demobilising demobilise
demobilized demobilize
demobilizing demobilize
democracies democracy
democratised democratise
democratising democratise
democratized democratize
democratizes democratize
democratizing democratize
democrats democrat
demoed demo
demoes demo
demographers demographer
demographics demographic
demoing demo
demoiselles demoiselle
demolished demolish
demolishes demolish
demolishing demolish
demolitions demolition
demonetised demonetise
demonetized demonetize
demonetizing demonetize
demonised demonise
demonises demonise
demonising demonise
demonized demonize
demonizes demonize
demonizing demonize
demons demon
demonstrated demonstrate
demonstrates demonstrate
demonstrating demonstrate
demonstrations demonstration
demonstratives demonstrative
demonstrators demonstrator
demoralised demoralise
demoralises demoralise
demoralising demoralise
demoralized demoralize
demoralizes demoralize
demoralizing demoralize
demos demo
demoss demo
demoted demote
demotes demote
demoting demote
demotions demotion
dempseys dempsey
demured demur
demurred demur
demurring demur
demurs demur
demystified demystify
demystifies demystify
demystifying demystify
denationalising denationalise
denatured denature
denatures denature
denaturing denature
denazified denazify
dendrites dendrite
denials denial
denied deny
deniers denier
denies deny
denigrated denigrate
denigrates denigrate
denigrating denigrate
denims denim
denizens denizen
denominated denominate
denominations denomination
denominators denominator
denotations denotation
denoted denote
denotes denote
denoting denote
denouements denouement
denounced denounce
